,ReportDate,CrashCount,Year,Month,Day
1517,2017/05/27,63,2017,05,27
1518,2017/05/28,77,2017,05,28
1519,2017/05/29,42,2017,05,29
1520,2017/05/30,69,2017,05,30
1521,2017/05/31,83,2017,05,31
1522,2017/06/01,87,2017,06,01
1523,2017/06/02,85,2017,06,02
1524,2017/06/03,86,2017,06,03
1525,2017/06/04,65,2017,06,04
1526,2017/06/05,74,2017,06,05
1527,2017/06/06,74,2017,06,06
1528,2017/06/07,85,2017,06,07
1529,2017/06/08,77,2017,06,08
1530,2017/06/09,95,2017,06,09
1531,2017/06/10,88,2017,06,10
1532,2017/06/11,66,2017,06,11
1533,2017/06/12,69,2017,06,12
1534,2017/06/13,73,2017,06,13
1535,2017/06/14,85,2017,06,14
1536,2017/06/15,85,2017,06,15
1537,2017/06/16,81,2017,06,16
1538,2017/06/17,74,2017,06,17
1539,2017/06/18,47,2017,06,18
1540,2017/06/19,65,2017,06,19
1541,2017/06/20,61,2017,06,20
1542,2017/06/21,72,2017,06,21
1543,2017/06/22,85,2017,06,22
1544,2017/06/23,71,2017,06,23
1545,2017/06/24,81,2017,06,24
1546,2017/06/25,77,2017,06,25
1547,2017/06/26,89,2017,06,26
1548,2017/06/27,77,2017,06,27
1549,2017/06/28,83,2017,06,28
1550,2017/06/29,69,2017,06,29
1551,2017/06/30,68,2017,06,30
1552,2017/07/01,79,2017,07,01
1553,2017/07/02,63,2017,07,02
1554,2017/07/03,67,2017,07,03
1555,2017/07/04,54,2017,07,04
1556,2017/07/05,91,2017,07,05
1557,2017/07/06,82,2017,07,06
1558,2017/07/07,83,2017,07,07
1559,2017/07/08,65,2017,07,08
1560,2017/07/09,43,2017,07,09
1561,2017/07/10,68,2017,07,10
1562,2017/07/11,90,2017,07,11
1563,2017/07/12,78,2017,07,12
1564,2017/07/13,97,2017,07,13
1565,2017/07/14,87,2017,07,14
1566,2017/07/15,80,2017,07,15
1567,2017/07/16,66,2017,07,16
1568,2017/07/17,57,2017,07,17
1569,2017/07/18,83,2017,07,18
1570,2017/07/19,78,2017,07,19
1571,2017/07/20,70,2017,07,20
1572,2017/07/21,72,2017,07,21
1573,2017/07/22,78,2017,07,22
1574,2017/07/23,70,2017,07,23
1575,2017/07/24,60,2017,07,24
1576,2017/07/25,78,2017,07,25
1577,2017/07/26,66,2017,07,26
1578,2017/07/27,68,2017,07,27
1579,2017/07/28,73,2017,07,28
1580,2017/07/29,69,2017,07,29
1581,2017/07/30,62,2017,07,30
1582,2017/07/31,69,2017,07,31
1583,2017/08/01,72,2017,08,01
1584,2017/08/02,79,2017,08,02
1585,2017/08/03,66,2017,08,03
1586,2017/08/04,72,2017,08,04
1587,2017/08/05,66,2017,08,05
1588,2017/08/06,77,2017,08,06
1589,2017/08/07,54,2017,08,07
1590,2017/08/08,63,2017,08,08
1591,2017/08/09,68,2017,08,09
1592,2017/08/10,75,2017,08,10
1593,2017/08/11,77,2017,08,11
1594,2017/08/12,69,2017,08,12
1595,2017/08/13,50,2017,08,13
1596,2017/08/14,59,2017,08,14
1597,2017/08/15,59,2017,08,15
1598,2017/08/16,81,2017,08,16
1599,2017/08/17,62,2017,08,17
1600,2017/08/18,74,2017,08,18
1601,2017/08/19,76,2017,08,19
1602,2017/08/20,63,2017,08,20
1603,2017/08/21,43,2017,08,21
1604,2017/08/22,68,2017,08,22
1605,2017/08/23,79,2017,08,23
1606,2017/08/24,68,2017,08,24
1607,2017/08/25,68,2017,08,25
1608,2017/08/26,82,2017,08,26
1609,2017/08/27,54,2017,08,27
1610,2017/08/28,57,2017,08,28
1611,2017/08/29,67,2017,08,29
1612,2017/08/30,70,2017,08,30
1613,2017/08/31,77,2017,08,31
1614,2017/09/01,66,2017,09,01
1615,2017/09/02,77,2017,09,02
1616,2017/09/03,52,2017,09,03
1617,2017/09/04,65,2017,09,04
1618,2017/09/05,78,2017,09,05
1619,2017/09/06,60,2017,09,06
1620,2017/09/07,90,2017,09,07
1621,2017/09/08,83,2017,09,08
1622,2017/09/09,81,2017,09,09
1623,2017/09/10,61,2017,09,10
1624,2017/09/11,57,2017,09,11
1625,2017/09/12,86,2017,09,12
1626,2017/09/13,94,2017,09,13
1627,2017/09/14,82,2017,09,14
1628,2017/09/15,86,2017,09,15
1629,2017/09/16,87,2017,09,16
1630,2017/09/17,62,2017,09,17
1631,2017/09/18,83,2017,09,18
1632,2017/09/19,80,2017,09,19
1633,2017/09/20,74,2017,09,20
1634,2017/09/21,81,2017,09,21
1635,2017/09/22,84,2017,09,22
1636,2017/09/23,69,2017,09,23
1637,2017/09/24,67,2017,09,24
1638,2017/09/25,72,2017,09,25
1639,2017/09/26,69,2017,09,26
1640,2017/09/27,86,2017,09,27
1641,2017/09/28,71,2017,09,28
1642,2017/09/29,85,2017,09,29
1643,2017/09/30,79,2017,09,30
1644,2017/10/01,58,2017,10,01
1645,2017/10/02,57,2017,10,02
1646,2017/10/03,67,2017,10,03
1647,2017/10/04,83,2017,10,04
1648,2017/10/05,89,2017,10,05
1649,2017/10/06,71,2017,10,06
1650,2017/10/07,94,2017,10,07
1651,2017/10/08,66,2017,10,08
1652,2017/10/09,53,2017,10,09
1653,2017/10/10,66,2017,10,10
1654,2017/10/11,79,2017,10,11
1655,2017/10/12,76,2017,10,12
1656,2017/10/13,79,2017,10,13
1657,2017/10/14,77,2017,10,14
1658,2017/10/15,73,2017,10,15
1659,2017/10/16,64,2017,10,16
1660,2017/10/17,57,2017,10,17
1661,2017/10/18,92,2017,10,18
1662,2017/10/19,78,2017,10,19
1663,2017/10/20,85,2017,10,20
1664,2017/10/21,81,2017,10,21
1665,2017/10/22,64,2017,10,22
1666,2017/10/23,72,2017,10,23
1667,2017/10/24,73,2017,10,24
1668,2017/10/25,59,2017,10,25
1669,2017/10/26,69,2017,10,26
1670,2017/10/27,79,2017,10,27
1671,2017/10/28,93,2017,10,28
1672,2017/10/29,73,2017,10,29
1673,2017/10/30,77,2017,10,30
1674,2017/10/31,66,2017,10,31
1675,2017/11/01,78,2017,11,01
1676,2017/11/02,73,2017,11,02
1677,2017/11/03,77,2017,11,03
1678,2017/11/04,90,2017,11,04
1679,2017/11/05,83,2017,11,05
1680,2017/11/06,82,2017,11,06
1681,2017/11/07,94,2017,11,07
1682,2017/11/08,96,2017,11,08
1683,2017/11/09,72,2017,11,09
1684,2017/11/10,78,2017,11,10
1685,2017/11/11,61,2017,11,11
1686,2017/11/12,50,2017,11,12
1687,2017/11/13,62,2017,11,13
1688,2017/11/14,64,2017,11,14
1689,2017/11/15,67,2017,11,15
1690,2017/11/16,84,2017,11,16
1691,2017/11/17,90,2017,11,17
1692,2017/11/18,82,2017,11,18
1693,2017/11/19,67,2017,11,19
1694,2017/11/20,72,2017,11,20
1695,2017/11/21,74,2017,11,21
1696,2017/11/22,82,2017,11,22
1697,2017/11/23,59,2017,11,23
1698,2017/11/24,44,2017,11,24
1699,2017/11/25,44,2017,11,25
1700,2017/11/26,45,2017,11,26
1701,2017/11/27,48,2017,11,27
1702,2017/11/28,48,2017,11,28
1703,2017/11/29,73,2017,11,29
1704,2017/11/30,88,2017,11,30
1705,2017/12/01,74,2017,12,01
1706,2017/12/02,76,2017,12,02
1707,2017/12/03,75,2017,12,03
1708,2017/12/04,72,2017,12,04
1709,2017/12/05,64,2017,12,05
1710,2017/12/06,95,2017,12,06
1711,2017/12/07,71,2017,12,07
1712,2017/12/08,72,2017,12,08
1713,2017/12/09,65,2017,12,09
1714,2017/12/10,58,2017,12,10
1715,2017/12/11,55,2017,12,11
1716,2017/12/12,71,2017,12,12
1717,2017/12/13,71,2017,12,13
1718,2017/12/14,82,2017,12,14
1719,2017/12/15,84,2017,12,15
1720,2017/12/16,83,2017,12,16
1721,2017/12/17,71,2017,12,17
1722,2017/12/18,65,2017,12,18
1723,2017/12/19,74,2017,12,19
1724,2017/12/20,57,2017,12,20
1725,2017/12/21,79,2017,12,21
1726,2017/12/22,92,2017,12,22
1727,2017/12/23,61,2017,12,23
1728,2017/12/24,46,2017,12,24
1729,2017/12/25,27,2017,12,25
1730,2017/12/26,37,2017,12,26
1731,2017/12/27,52,2017,12,27
1732,2017/12/28,41,2017,12,28
1733,2017/12/29,66,2017,12,29
1734,2017/12/30,75,2017,12,30
1735,2017/12/31,61,2017,12,31
1736,2018/01/01,53,2018,01,01
1737,2018/01/02,57,2018,01,02
1738,2018/01/03,74,2018,01,03
1739,2018/01/04,57,2018,01,04
1740,2018/01/05,59,2018,01,05
1741,2018/01/06,67,2018,01,06
1742,2018/01/07,43,2018,01,07
1743,2018/01/08,47,2018,01,08
1744,2018/01/09,74,2018,01,09
1745,2018/01/10,84,2018,01,10
1746,2018/01/11,77,2018,01,11
1747,2018/01/12,80,2018,01,12
1748,2018/01/13,91,2018,01,13
1749,2018/01/14,52,2018,01,14
1750,2018/01/15,42,2018,01,15
1751,2018/01/16,71,2018,01,16
1752,2018/01/17,67,2018,01,17
1753,2018/01/18,82,2018,01,18
1754,2018/01/19,58,2018,01,19
1755,2018/01/20,80,2018,01,20
1756,2018/01/21,52,2018,01,21
1757,2018/01/22,53,2018,01,22
1758,2018/01/23,74,2018,01,23
1759,2018/01/24,67,2018,01,24
1760,2018/01/25,65,2018,01,25
1761,2018/01/26,71,2018,01,26
1762,2018/01/27,74,2018,01,27
1763,2018/01/28,66,2018,01,28
1764,2018/01/29,60,2018,01,29
1765,2018/01/30,62,2018,01,30
1766,2018/01/31,66,2018,01,31
1767,2018/02/01,65,2018,02,01
1768,2018/02/02,61,2018,02,02
1769,2018/02/03,59,2018,02,03
1770,2018/02/04,54,2018,02,04
1771,2018/02/05,74,2018,02,05
1772,2018/02/06,54,2018,02,06
1773,2018/02/07,63,2018,02,07
1774,2018/02/08,58,2018,02,08
1775,2018/02/09,68,2018,02,09
1776,2018/02/10,80,2018,02,10
1777,2018/02/11,65,2018,02,11
1778,2018/02/12,80,2018,02,12
1779,2018/02/13,67,2018,02,13
1780,2018/02/14,73,2018,02,14
1781,2018/02/15,76,2018,02,15
1782,2018/02/16,87,2018,02,16
1783,2018/02/17,67,2018,02,17
1784,2018/02/18,59,2018,02,18
1785,2018/02/19,42,2018,02,19
1786,2018/02/20,60,2018,02,20
1787,2018/02/21,78,2018,02,21
1788,2018/02/22,90,2018,02,22
1789,2018/02/23,76,2018,02,23
1790,2018/02/24,54,2018,02,24
1791,2018/02/25,62,2018,02,25
1792,2018/02/26,58,2018,02,26
1793,2018/02/27,70,2018,02,27
1794,2018/02/28,65,2018,02,28
1795,2018/03/01,69,2018,03,01
1796,2018/03/02,59,2018,03,02
1797,2018/03/03,68,2018,03,03
1798,2018/03/04,71,2018,03,04
1799,2018/03/05,72,2018,03,05
1800,2018/03/06,72,2018,03,06
1801,2018/03/07,82,2018,03,07
1802,2018/03/08,78,2018,03,08
1803,2018/03/09,85,2018,03,09
1804,2018/03/10,85,2018,03,10
1805,2018/03/11,59,2018,03,11
1806,2018/03/12,42,2018,03,12
1807,2018/03/13,72,2018,03,13
1808,2018/03/14,84,2018,03,14
1809,2018/03/15,82,2018,03,15
1810,2018/03/16,89,2018,03,16
1811,2018/03/17,65,2018,03,17
1812,2018/03/18,65,2018,03,18
1813,2018/03/19,70,2018,03,19
1814,2018/03/20,82,2018,03,20
1815,2018/03/21,61,2018,03,21
1816,2018/03/22,61,2018,03,22
1817,2018/03/23,74,2018,03,23
1818,2018/03/24,71,2018,03,24
1819,2018/03/25,65,2018,03,25
1820,2018/03/26,67,2018,03,26
1821,2018/03/27,58,2018,03,27
1822,2018/03/28,67,2018,03,28
1823,2018/03/29,69,2018,03,29
1824,2018/03/30,81,2018,03,30
1825,2018/03/31,69,2018,03,31
1826,2018/04/01,61,2018,04,01
1827,2018/04/02,47,2018,04,02
1828,2018/04/03,82,2018,04,03
1829,2018/04/04,80,2018,04,04
1830,2018/04/05,97,2018,04,05
1831,2018/04/06,90,2018,04,06
1832,2018/04/07,75,2018,04,07
1833,2018/04/08,52,2018,04,08
1834,2018/04/09,63,2018,04,09
1835,2018/04/10,77,2018,04,10
1836,2018/04/11,71,2018,04,11
1837,2018/04/12,77,2018,04,12
1838,2018/04/13,89,2018,04,13
1839,2018/04/14,99,2018,04,14
1840,2018/04/15,68,2018,04,15
1841,2018/04/16,73,2018,04,16
1842,2018/04/17,72,2018,04,17
1843,2018/04/18,66,2018,04,18
1844,2018/04/19,81,2018,04,19
1845,2018/04/20,85,2018,04,20
1846,2018/04/21,71,2018,04,21
1847,2018/04/22,49,2018,04,22
1848,2018/04/23,66,2018,04,23
1849,2018/04/24,72,2018,04,24
1850,2018/04/25,87,2018,04,25
1851,2018/04/26,79,2018,04,26
1852,2018/04/27,84,2018,04,27
1853,2018/04/28,89,2018,04,28
1854,2018/04/29,70,2018,04,29
1855,2018/04/30,57,2018,04,30
1856,2018/05/01,71,2018,05,01
1857,2018/05/02,95,2018,05,02
1858,2018/05/03,87,2018,05,03
1859,2018/05/04,100,2018,05,04
1860,2018/05/05,82,2018,05,05
1861,2018/05/06,70,2018,05,06
1862,2018/05/07,68,2018,05,07
1863,2018/05/08,99,2018,05,08
1864,2018/05/09,81,2018,05,09
1865,2018/05/10,82,2018,05,10
1866,2018/05/11,71,2018,05,11
1867,2018/05/12,80,2018,05,12
1868,2018/05/13,64,2018,05,13
1869,2018/05/14,65,2018,05,14
1870,2018/05/15,84,2018,05,15
1871,2018/05/16,101,2018,05,16
1872,2018/05/17,82,2018,05,17
1873,2018/05/18,86,2018,05,18
1874,2018/05/19,86,2018,05,19
1875,2018/05/20,58,2018,05,20
1876,2018/05/21,70,2018,05,21
1877,2018/05/22,76,2018,05,22
1878,2018/05/23,74,2018,05,23
1879,2018/05/24,94,2018,05,24
1880,2018/05/25,72,2018,05,25
1881,2018/05/26,79,2018,05,26
1882,2018/05/27,64,2018,05,27
1883,2018/05/28,60,2018,05,28
1884,2018/05/29,52,2018,05,29
1885,2018/05/30,69,2018,05,30
1886,2018/05/31,81,2018,05,31
1887,2018/06/01,89,2018,06,01
1888,2018/06/02,77,2018,06,02
1889,2018/06/03,55,2018,06,03
1890,2018/06/04,62,2018,06,04
1891,2018/06/05,95,2018,06,05
1892,2018/06/06,75,2018,06,06
1893,2018/06/07,91,2018,06,07
1894,2018/06/08,78,2018,06,08
1895,2018/06/09,88,2018,06,09
1896,2018/06/10,66,2018,06,10
1897,2018/06/11,90,2018,06,11
1898,2018/06/12,78,2018,06,12
1899,2018/06/13,70,2018,06,13
1900,2018/06/14,87,2018,06,14
1901,2018/06/15,80,2018,06,15
1902,2018/06/16,84,2018,06,16
1903,2018/06/17,68,2018,06,17
1904,2018/06/18,92,2018,06,18
1905,2018/06/19,80,2018,06,19
1906,2018/06/20,92,2018,06,20
1907,2018/06/21,91,2018,06,21
1908,2018/06/22,85,2018,06,22
1909,2018/06/23,85,2018,06,23
1910,2018/06/24,72,2018,06,24
1911,2018/06/25,61,2018,06,25
1912,2018/06/26,80,2018,06,26
1913,2018/06/27,75,2018,06,27
1914,2018/06/28,80,2018,06,28
1915,2018/06/29,68,2018,06,29
1916,2018/06/30,86,2018,06,30
1917,2018/07/01,64,2018,07,01
1918,2018/07/02,66,2018,07,02
1919,2018/07/03,93,2018,07,03
1920,2018/07/04,61,2018,07,04
1921,2018/07/05,84,2018,07,05
1922,2018/07/06,62,2018,07,06
1923,2018/07/07,75,2018,07,07
1924,2018/07/08,62,2018,07,08
1925,2018/07/09,58,2018,07,09
1926,2018/07/10,86,2018,07,10
1927,2018/07/11,73,2018,07,11
1928,2018/07/12,69,2018,07,12
1929,2018/07/13,86,2018,07,13
1930,2018/07/14,70,2018,07,14
1931,2018/07/15,72,2018,07,15
1932,2018/07/16,76,2018,07,16
1933,2018/07/17,74,2018,07,17
1934,2018/07/18,93,2018,07,18
1935,2018/07/19,78,2018,07,19
1936,2018/07/20,84,2018,07,20
1937,2018/07/21,70,2018,07,21
1938,2018/07/22,79,2018,07,22
1939,2018/07/23,60,2018,07,23
1940,2018/07/24,65,2018,07,24
1941,2018/07/25,75,2018,07,25
1942,2018/07/26,77,2018,07,26
1943,2018/07/27,87,2018,07,27
1944,2018/07/28,76,2018,07,28
1945,2018/07/29,61,2018,07,29
1946,2018/07/30,64,2018,07,30
1947,2018/07/31,77,2018,07,31
1948,2018/08/01,73,2018,08,01
1949,2018/08/02,77,2018,08,02
1950,2018/08/03,67,2018,08,03
1951,2018/08/04,82,2018,08,04
1952,2018/08/05,63,2018,08,05
1953,2018/08/06,64,2018,08,06
1954,2018/08/07,74,2018,08,07
1955,2018/08/08,64,2018,08,08
1956,2018/08/09,88,2018,08,09
1957,2018/08/10,75,2018,08,10
1958,2018/08/11,66,2018,08,11
1959,2018/08/12,57,2018,08,12
1960,2018/08/13,64,2018,08,13
1961,2018/08/14,64,2018,08,14
1962,2018/08/15,71,2018,08,15
1963,2018/08/16,73,2018,08,16
1964,2018/08/17,80,2018,08,17
1965,2018/08/18,58,2018,08,18
1966,2018/08/19,48,2018,08,19
1967,2018/08/20,95,2018,08,20
1968,2018/08/21,58,2018,08,21
1969,2018/08/22,90,2018,08,22
1970,2018/08/23,75,2018,08,23
1971,2018/08/24,84,2018,08,24
1972,2018/08/25,78,2018,08,25
1973,2018/08/26,61,2018,08,26
1974,2018/08/27,78,2018,08,27
1975,2018/08/28,79,2018,08,28
1976,2018/08/29,72,2018,08,29
1977,2018/08/30,70,2018,08,30
1978,2018/08/31,68,2018,08,31
1979,2018/09/01,81,2018,09,01
1980,2018/09/02,67,2018,09,02
1981,2018/09/03,49,2018,09,03
1982,2018/09/04,72,2018,09,04
1983,2018/09/05,86,2018,09,05
1984,2018/09/06,86,2018,09,06
1985,2018/09/07,75,2018,09,07
1986,2018/09/08,70,2018,09,08
1987,2018/09/09,73,2018,09,09
1988,2018/09/10,78,2018,09,10
1989,2018/09/11,84,2018,09,11
1990,2018/09/12,75,2018,09,12
1991,2018/09/13,89,2018,09,13
1992,2018/09/14,74,2018,09,14
1993,2018/09/15,70,2018,09,15
1994,2018/09/16,53,2018,09,16
1995,2018/09/17,64,2018,09,17
1996,2018/09/18,73,2018,09,18
1997,2018/09/19,74,2018,09,19
1998,2018/09/20,83,2018,09,20
1999,2018/09/21,88,2018,09,21
2000,2018/09/22,68,2018,09,22
2001,2018/09/23,66,2018,09,23
2002,2018/09/24,89,2018,09,24
2003,2018/09/25,89,2018,09,25
2004,2018/09/26,85,2018,09,26
2005,2018/09/27,84,2018,09,27
2006,2018/09/28,81,2018,09,28
2007,2018/09/29,87,2018,09,29
2008,2018/09/30,64,2018,09,30
2009,2018/10/01,61,2018,10,01
2010,2018/10/02,68,2018,10,02
2011,2018/10/03,83,2018,10,03
2012,2018/10/04,84,2018,10,04
2013,2018/10/05,80,2018,10,05
2014,2018/10/06,75,2018,10,06
2015,2018/10/07,53,2018,10,07
2016,2018/10/08,55,2018,10,08
2017,2018/10/09,70,2018,10,09
2018,2018/10/10,66,2018,10,10
2019,2018/10/11,73,2018,10,11
2020,2018/10/12,95,2018,10,12
2021,2018/10/13,89,2018,10,13
2022,2018/10/14,55,2018,10,14
2023,2018/10/15,55,2018,10,15
2024,2018/10/16,87,2018,10,16
2025,2018/10/17,97,2018,10,17
2026,2018/10/18,85,2018,10,18
2027,2018/10/19,89,2018,10,19
2028,2018/10/20,88,2018,10,20
2029,2018/10/21,62,2018,10,21
2030,2018/10/22,79,2018,10,22
2031,2018/10/23,72,2018,10,23
2032,2018/10/24,89,2018,10,24
2033,2018/10/25,55,2018,10,25
2034,2018/10/26,77,2018,10,26
2035,2018/10/27,126,2018,10,27
2036,2018/10/28,72,2018,10,28
2037,2018/10/29,74,2018,10,29
2038,2018/10/30,85,2018,10,30
2039,2018/10/31,95,2018,10,31
2040,2018/11/01,87,2018,11,01
2041,2018/11/02,81,2018,11,02
2042,2018/11/03,93,2018,11,03
2043,2018/11/04,85,2018,11,04
2044,2018/11/05,75,2018,11,05
2045,2018/11/06,84,2018,11,06
2046,2018/11/07,68,2018,11,07
2047,2018/11/08,63,2018,11,08
2048,2018/11/09,95,2018,11,09
2049,2018/11/10,77,2018,11,10
2050,2018/11/11,60,2018,11,11
2051,2018/11/12,49,2018,11,12
2052,2018/11/13,70,2018,11,13
2053,2018/11/14,65,2018,11,14
2054,2018/11/15,65,2018,11,15
2055,2018/11/16,77,2018,11,16
2056,2018/11/17,80,2018,11,17
2057,2018/11/18,61,2018,11,18
2058,2018/11/19,74,2018,11,19
2059,2018/11/20,85,2018,11,20
2060,2018/11/21,73,2018,11,21
2061,2018/11/22,32,2018,11,22
2062,2018/11/23,38,2018,11,23
2063,2018/11/24,49,2018,11,24
2064,2018/11/25,53,2018,11,25
2065,2018/11/26,72,2018,11,26
2066,2018/11/27,62,2018,11,27
2067,2018/11/28,74,2018,11,28
2068,2018/11/29,92,2018,11,29
2069,2018/11/30,88,2018,11,30
2070,2018/12/01,76,2018,12,01
2071,2018/12/02,66,2018,12,02
2072,2018/12/03,70,2018,12,03
2073,2018/12/04,80,2018,12,04
2074,2018/12/05,67,2018,12,05
2075,2018/12/06,66,2018,12,06
2076,2018/12/07,100,2018,12,07
2077,2018/12/08,74,2018,12,08
2078,2018/12/09,61,2018,12,09
2079,2018/12/10,59,2018,12,10
2080,2018/12/11,81,2018,12,11
2081,2018/12/12,81,2018,12,12
2082,2018/12/13,64,2018,12,13
2083,2018/12/14,76,2018,12,14
2084,2018/12/15,92,2018,12,15
2085,2018/12/16,101,2018,12,16
2086,2018/12/17,63,2018,12,17
2087,2018/12/18,88,2018,12,18
2088,2018/12/19,82,2018,12,19
2089,2018/12/20,94,2018,12,20
2090,2018/12/21,101,2018,12,21
2091,2018/12/22,57,2018,12,22
2092,2018/12/23,40,2018,12,23
2093,2018/12/24,43,2018,12,24
2094,2018/12/25,33,2018,12,25
2095,2018/12/26,40,2018,12,26
2096,2018/12/27,57,2018,12,27
2097,2018/12/28,61,2018,12,28
2098,2018/12/29,64,2018,12,29
2099,2018/12/30,57,2018,12,30
2100,2018/12/31,57,2018,12,31
2101,2019/01/01,72,2019,01,01
2102,2019/01/02,34,2019,01,02
2103,2019/01/03,56,2019,01,03
2104,2019/01/04,69,2019,01,04
2105,2019/01/05,65,2019,01,05
2106,2019/01/06,48,2019,01,06
2107,2019/01/07,52,2019,01,07
2108,2019/01/08,62,2019,01,08
2109,2019/01/09,79,2019,01,09
2110,2019/01/10,70,2019,01,10
2111,2019/01/11,68,2019,01,11
2112,2019/01/12,68,2019,01,12
2113,2019/01/13,66,2019,01,13
2114,2019/01/14,43,2019,01,14
2115,2019/01/15,68,2019,01,15
2116,2019/01/16,66,2019,01,16
2117,2019/01/17,58,2019,01,17
2118,2019/01/18,84,2019,01,18
2119,2019/01/19,78,2019,01,19
2120,2019/01/20,61,2019,01,20
2121,2019/01/21,39,2019,01,21
2122,2019/01/22,60,2019,01,22
2123,2019/01/23,66,2019,01,23
2124,2019/01/24,55,2019,01,24
2125,2019/01/25,77,2019,01,25
2126,2019/01/26,66,2019,01,26
2127,2019/01/27,45,2019,01,27
2128,2019/01/28,52,2019,01,28
2129,2019/01/29,70,2019,01,29
2130,2019/01/30,63,2019,01,30
2131,2019/01/31,70,2019,01,31
2132,2019/02/01,81,2019,02,01
2133,2019/02/02,89,2019,02,02
2134,2019/02/03,46,2019,02,03
2135,2019/02/04,48,2019,02,04
2136,2019/02/05,65,2019,02,05
2137,2019/02/06,72,2019,02,06
2138,2019/02/07,81,2019,02,07
2139,2019/02/08,82,2019,02,08
2140,2019/02/09,67,2019,02,09
2141,2019/02/10,54,2019,02,10
2142,2019/02/11,55,2019,02,11
2143,2019/02/12,52,2019,02,12
2144,2019/02/13,79,2019,02,13
2145,2019/02/14,82,2019,02,14
2146,2019/02/15,55,2019,02,15
2147,2019/02/16,72,2019,02,16
2148,2019/02/17,50,2019,02,17
2149,2019/02/18,49,2019,02,18
2150,2019/02/19,68,2019,02,19
2151,2019/02/20,43,2019,02,20
2152,2019/02/21,44,2019,02,21
2153,2019/02/22,72,2019,02,22
2154,2019/02/23,67,2019,02,23
2155,2019/02/24,59,2019,02,24
2156,2019/02/25,58,2019,02,25
2157,2019/02/26,68,2019,02,26
2158,2019/02/27,72,2019,02,27
2159,2019/02/28,72,2019,02,28
2160,2019/03/01,71,2019,03,01
2161,2019/03/02,85,2019,03,02
2162,2019/03/03,45,2019,03,03
2163,2019/03/04,64,2019,03,04
2164,2019/03/05,75,2019,03,05
2165,2019/03/06,72,2019,03,06
2166,2019/03/07,82,2019,03,07
2167,2019/03/08,61,2019,03,08
2168,2019/03/09,85,2019,03,09
2169,2019/03/10,62,2019,03,10
2170,2019/03/11,55,2019,03,11
2171,2019/03/12,78,2019,03,12
2172,2019/03/13,60,2019,03,13
2173,2019/03/14,71,2019,03,14
2174,2019/03/15,83,2019,03,15
2175,2019/03/16,80,2019,03,16
2176,2019/03/17,65,2019,03,17
2177,2019/03/18,77,2019,03,18
2178,2019/03/19,62,2019,03,19
2179,2019/03/20,69,2019,03,20
2180,2019/03/21,80,2019,03,21
2181,2019/03/22,84,2019,03,22
2182,2019/03/23,90,2019,03,23
2183,2019/03/24,54,2019,03,24
2184,2019/03/25,78,2019,03,25
2185,2019/03/26,70,2019,03,26
2186,2019/03/27,75,2019,03,27
2187,2019/03/28,77,2019,03,28
2188,2019/03/29,92,2019,03,29
2189,2019/03/30,69,2019,03,30
2190,2019/03/31,77,2019,03,31
2191,2019/04/01,88,2019,04,01
2192,2019/04/02,73,2019,04,02
2193,2019/04/03,108,2019,04,03
2194,2019/04/04,84,2019,04,04
2195,2019/04/05,85,2019,04,05
2196,2019/04/06,73,2019,04,06
2197,2019/04/07,73,2019,04,07
2198,2019/04/08,79,2019,04,08
2199,2019/04/09,82,2019,04,09
2200,2019/04/10,91,2019,04,10
2201,2019/04/11,81,2019,04,11
2202,2019/04/12,92,2019,04,12
2203,2019/04/13,71,2019,04,13
2204,2019/04/14,51,2019,04,14
2205,2019/04/15,61,2019,04,15
2206,2019/04/16,60,2019,04,16
2207,2019/04/17,66,2019,04,17
2208,2019/04/18,67,2019,04,18
2209,2019/04/19,68,2019,04,19
2210,2019/04/20,60,2019,04,20
2211,2019/04/21,60,2019,04,21
2212,2019/04/22,55,2019,04,22
2213,2019/04/23,100,2019,04,23
2214,2019/04/24,84,2019,04,24
2215,2019/04/25,84,2019,04,25
2216,2019/04/26,84,2019,04,26
2217,2019/04/27,80,2019,04,27
2218,2019/04/28,53,2019,04,28
2219,2019/04/29,72,2019,04,29
2220,2019/04/30,66,2019,04,30
2221,2019/05/01,91,2019,05,01
2222,2019/05/02,74,2019,05,02
2223,2019/05/03,93,2019,05,03
2224,2019/05/04,76,2019,05,04
2225,2019/05/05,74,2019,05,05
2226,2019/05/06,62,2019,05,06
2227,2019/05/07,100,2019,05,07
2228,2019/05/08,71,2019,05,08
2229,2019/05/09,80,2019,05,09
2230,2019/05/10,72,2019,05,10
2231,2019/05/11,74,2019,05,11
2232,2019/05/12,84,2019,05,12
2233,2019/05/13,71,2019,05,13
2234,2019/05/14,65,2019,05,14
2235,2019/05/15,84,2019,05,15
2236,2019/05/16,97,2019,05,16
2237,2019/05/17,90,2019,05,17
2238,2019/05/18,100,2019,05,18
2239,2019/05/19,84,2019,05,19
2240,2019/05/20,80,2019,05,20
2241,2019/05/21,88,2019,05,21
2242,2019/05/22,88,2019,05,22
2243,2019/05/23,101,2019,05,23
2244,2019/05/24,89,2019,05,24
2245,2019/05/25,82,2019,05,25
2246,2019/05/26,63,2019,05,26
2247,2019/05/27,54,2019,05,27
2248,2019/05/28,78,2019,05,28
2249,2019/05/29,94,2019,05,29
2250,2019/05/30,77,2019,05,30
2251,2019/05/31,90,2019,05,31
